ObjectId	ISO2	ISO3	Indicator	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022
647	NO	NOR	Storm											2		1	1												1			1			1											1
648	NO	NOR	TOTAL											2		1	1		1					1	1				1			1			1								1	1		1
649	OM	OMN	Flood																																					1	1		1	1		
650	OM	OMN	Storm		1																					1	1				1			1	1				1			2			2	
651	OM	OMN	TOTAL		1																					1	1				1			1	1				1	1	1	2	1	1	2	
652	PK	PAK	Drought																				1																				1			
653	PK	PAK	Extreme temperature											1	1					1	1		1	1	1	2	1		1	1								1	1			1				1
654	PK	PAK	Flood	1	1	1	1	1				1	1		1	2	1	1	3	1	2	1	2		1	3	3	2	5	7	6	3	3	4	1	3	2	1	6	7	2	1	8	4	4	1
655	PK	PAK	Landslide				2								1	1	2			1		1			2		1		1	1	3			2		2					1			1		
656	PK	PAK	Storm	1	1					1		1					1	2			2	1	2		1	1	1		1		1			1				1		1	2		1	1	2	1
657	PK	PAK	TOTAL	2	2	1	3	1		1		2	1	1	3	3	4	3	3	3	5	3	6	1	5	6	6	2	8	9	10	3	3	7	1	5	2	3	7	8	5	2	10	6	6	4
658	PK	PAK	Wildfire																																											1
659	PW	PLW	Drought																																				1							
660	PW	PLW	Storm																																	1	1								1	
661	PW	PLW	TOTAL																																	1	1		1						1	
662	PA	PAN	Drought				1																														1		1			1				
663	PA	PAN	Flood					1		1					1				1				2	1	1	2	1	3	1	2	1	2	1	4	2	2		1	1					1	2	1
664	PA	PAN	Storm									1				1						1																		1	1			2		
665	PA	PAN	TOTAL				1	1		1		1			1	1			1			1	2	1	1	2	1	3	1	3	1	2	1	4	2	2	1	1	2	1	1	1		3	2	1
666	PA	PAN	Wildfire																											1																
667	PG	PNG	Drought	1																	1																		1							
668	PG	PNG	Flood				2									1	1						1					1	1	2		2				1	1	1	1	1			1	3		
669	PG	PNG	Landslide												1					1						1	2			2			1			1							1	2		
670	PG	PNG	Storm														1				1										1				1			1	1							
671	PG	PNG	TOTAL	1			2								1	1	2			1	3		1			1	2	1	1	4	1	2	1		1	2	1	2	3	1			2	5		
672	PG	PNG	Wildfire																		1																									
673	PY	PRY	Drought				1																1						1			1	1			1	1			1						
674	PY	PRY	Extreme temperature																					1				1						1												
675	PY	PRY	Flood			1	1					1		1		1			2		1	1				1							1			1	1	2	2			2	3		2	
676	PY	PRY	Storm																		1					1						1	1		1	1	1		1							
677	PY	PRY	TOTAL			1	2					1		1		1			2		2	1	1	1		2		1	1		1	2	3	1	1	3	3	2	3	1		2	4		2	
678	PY	PRY	Wildfire																												1												1			
679	PE	PER	Drought				1							1		1										1		1		1																
680	PE	PER	Extreme temperature				1								1												1	1			1		1	1	1	1	1	1	1							
681	PE	PER	Flood	1	1	2				1	2	1	1	3		1	1	2					2	1	3	3	2	1		1	1	1	1	1	3	1	2	3	2	1	3		3	3	8	1
682	PE	PER	Landslide		1	1	2	1	2	1	2	1		1					1		1	2	1	1	1			1					4	1		1							1	1		1
683	PE	PER	Storm																		1					1									1											
684	PE	PER	TOTAL	1	2	3	4	1	2	2	4	2	1	5	1	2	1	2	1		3	2	3	2	4	5	3	4		2	2	1	6	3	5	3	3	4	3	1	3		5	4	8	2
685	PE	PER	Wildfire																		1																						1			
686	PH	PHL	Drought	1			1				1			1								1				1					1								1				1			
687	PH	PHL	Flood	1	3	4	1		2	1			2	3	3	3	3	4	6	1	1		4	3	3	4	1	3	2	6	5	8	8	9	15	8	5	3	5	2	3	1	1		5	2
688	PH	PHL	Landslide		1							2	3				1	2		2			4	1			1	1		3		1	1	1	3	1								1		1
689	PH	PHL	Storm	6	8	9	4	4	3	6	5	6	7	5	6	4	6	11	7	2	3	4	8	6	6	6	8	8	2	10	8	11	14	3	12	9	8	9	10	8	8	7	7	6	8	6
690	PH	PHL	TOTAL	8	12	13	6	4	5	7	6	8	12	9	9	7	10	17	13	5	4	6	16	10	9	11	10	12	4	19	14	20	23	13	30	18	13	12	16	10	11	8	9	7	13	9
691	PH	PHL	Wildfire																			1																								
692	PL	POL	Drought																																							1				
693	PL	POL	Extreme temperature																		1	1	1	1	1	1			1			1	1	1	1	3	1	1	1	1		1				
694	PL	POL	Flood	1		1					1										1	1			1			1	1	1			1	2						1				1	1	
695	PL	POL	Storm				1							1				1					1			2			2		2	1	1			1	1		1		1		1	1	2	3
696	PL	POL	TOTAL	1		1	2				1			1		1		1			2	2	2	1	2	3		1	4	1	2	2	3	3	1	4	2	1	2	2	1	2	1	2	3	3
697	PL	POL	Wildfire				1									1																														
698	PT	PRT	Drought				1														1							1																		1
699	PT	PRT	Extreme temperature																								1		1	1		1		1								1				1
700	PT	PRT	Flood		1		1													2					1	1	1			1		1		1					1							
701	PT	PRT	Storm										1								1			1										1			2	2				1	1			
702	PT	PRT	TOTAL		1		3		1	1			1		1					2	2			1	2	1	3	2	2	2		2		3			3	2	1	1	2	3	1			3
703	PT	PRT	Wildfire				1		1	1					1										1		1	1	1								1			1	2	1				1
704	QA	QAT	Flood																																							1				
705	QA	QAT	TOTAL																																							1				
706	RO	ROU	Drought				1																	1																						
707	RO	ROU	Extreme temperature															1		1		2		1	1	1		1	2	1	2	1	1	1		1		1				1				
708	RO	ROU	Flood					1							1			1	1		1	1	2	2	2	3	2	2	6	6	4	1	2	1			1	2	1	2		2	1	1	1	
709	RO	ROU	Landslide																				1																							
710	RO	ROU	Storm														1	1			1			1				3	1			1									1					
711	RO	ROU	TOTAL				1	1							1		1	3	1	1	2	3	3	5	3	4	2	6	9	7	6	3	3	2		1	1	3	1	2	1	3	1	1	1	
712	RU	RUS	Drought														1					1					1							1		1										
713	RU	RUS	Extreme temperature														1	1	2		1	1	2	3	3	1			1					3		2										
714	RU	RUS	Flood													1	2	5		2	1	4	1	8	3	4	1	3	5	3	1			2	2	4	2	1	1	3	1	2	4		3	1
715	RU	RUS	Landslide													1	2		1	1				2		1			1																1	
716	RU	RUS	Storm															2	3			1	1	1	2	2	1	3	2		1				1						1					1
717	RU	RUS	TOTAL													3	6	8	6	4	3	8	5	19	10	11	4	7	9	3	2			8	3	8	2	1	2	3	2	2	5		5	3
718	RU	RUS	Wildfire													1				1	1	1	1	5	2	3	1	1						2		1			1				1		1	1
719	RW	RWA	Drought					1					1							1			1				1																			
720	RW	RWA	Flood									1													2	1	1				2	1			1	1			1	1		3	2	5	1	3
721	RW	RWA	Landslide																											1				2						1		1				
722	RW	RWA	Storm																																						2					
723	RW	RWA	TOTAL					1				1	1							1			1		2	1	2			1	2	1		2	1	1			1	2	2	4	2	5	1	3
724		BLM	Storm																																						1					
725		BLM	TOTAL																																						1					
726	SH	SHN	Storm																						1																					
727	SH	SHN	TOTAL																						1																					
728		MAF	Storm																																						1					
729		MAF	TOTAL																																						1					
730	WS	WSM	Drought																																				1							
731	WS	WSM	Flood																						1																					
732	WS	WSM	Storm				1						1	1	1													1	1							1						1				
733	WS	WSM	TOTAL				2						1	1	1										1			1	1							1			1			1				
734	WS	WSM	Wildfire				1																																							
735	ST	STP	Drought				1																																							
736	ST	STP	Flood																																										1	
737	ST	STP	TOTAL				1																																						1	
738	SA	SAU	Flood						1																	1	2	1	2				1	2	1	1	2		2	2	1		3	1		
739	SA	SAU	Storm			1																																		1						
740	SA	SAU	TOTAL			1			1																	1	2	1	2				1	2	1	1	2		2	3	1		3	1		
741	SN	SEN	Drought	1																						1									1			1				1				
742	SN	SEN	Flood				1		1			1					1	1				1		1		1	1		1		1	1	1	2	1	1	1			1			1	1		1
743	SN	SEN	Storm																				2					1																		
744	SN	SEN	TOTAL	1			1		1			1					1	1				1	2	1		2	1	1	1		1	1	1	2	2	1	1	1		1		1	1	1		1
745	CS	SCG	Extreme temperature																					1					1																	
746	CS	SCG	Flood													1							2	2		1			1	2																
747	CS	SCG	Storm																										1																	
748	CS	SCG	TOTAL													1							2	4		1			3	2																
749	CS	SCG	Wildfire																					1																						
750	RS	SRB	Extreme temperature																												1		1	2		3		1			1					
751	RS	SRB	Flood																												1		1	3			2	4		2		1	1	1	1	
752	RS	SRB	TOTAL																												2		2	5		3	2	5		2	1	1	1	1	1	
753	SC	SYC	Flood																		1																	1								
754	SC	SYC	Storm																							1											1									
755	SC	SYC	TOTAL																		1					1											1	1								
756	SL	SLE	Flood																	1								1	1		1		1	1	1				1				2			1
757	SL	SLE	Landslide																															1							1					
758	SL	SLE	Storm					1															1																							
759	SL	SLE	TOTAL					1												1			1					1	1		1		1	2	1		1		1		1		2			1
760	SL	SLE	Wildfire																																		1									
761	SX	SXM	Storm																																						1					
762	SX	SXM	TOTAL																																						1					
763	SK	SVK	Extreme temperature																								1		1		1			1		1										
764	SK	SVK	Flood																		1	1	1		1	1		1	1	2				2			1							1	1	
765	SK	SVK	Storm																									1													1		1			
766	SK	SVK	TOTAL																		1	1	1	1	1	1	1	2	2	2	1			3		1	1				1		1	1	1	
767	SK	SVK	Wildfire																					1																						
768	SI	SVN	Extreme temperature																								1											1								
769	SI	SVN	Flood																										1							1		1							1	
770	SI	SVN	Storm																												2													1		
771	SI	SVN	TOTAL																								1		1		2					1		2						1	1	
772	SB	SLB	Drought																		1	1																	1							
773	SB	SLB	Flood																														1	1		1	1	1								
774	SB	SLB	Storm			1			1	1						1	1									1	2							1	1				2			1		1		
775	SB	SLB	TOTAL			1			1	1						1	1				1	1				1	2						1	2	1	1	1	1	3			1		1		
776	SO	SOM	Drought	1			1				1	1											1					1	1			1		1	1			1	1				1	1		
777	SO	SOM	Flood		1						1		2					1	1	1	2			3	1	1	2	1	2	5	2	1	1	2	1	2	2	1	2	1		1	1	2	1	1
778	SO	SOM	Storm															1																			1		2			1	1	1		
779	SO	SOM	TOTAL	1	1		1				2	1	2					2	1	1	2		1	3	1	1	2	2	3	5	2	2	1	3	2	2	3	2	5	1		2	3	4	1	1
780	ZA	ZAF	Drought	1	1					1		1		1					1									1											1		1		1		1	
781	ZA	ZAF	Extreme temperature																	1											1									1						
782	ZA	ZAF	Flood		1						1	1					1	1	1	2	1		2	3	2	1	1	1		2	1	1	2		1	1		1		2	1		4	1	1	8
783	ZA	ZAF	Landslide																	1																										
784	ZA	ZAF	Storm				1	2						1			1	1				1	2	1	2	4	1					1	2	1	2	1	1				2		1	1	2	
785	ZA	ZAF	TOTAL	1	2		1	2		1	1	2		2	1		2	2	2	4	1	2	5	5	6	6	2	2		2	3	3	4	1	3	2	1	1	1	3	5		6	2	4	8
786	ZA	ZAF	Wildfire												1							1	1	1	2	1					1	1									1					
787	SS	SSD	Drought																														1							1					1	
788	SS	SSD	Flood																													3		2		2	2			1			2	1	1	1
789	SS	SSD	TOTAL																													3	1	2		2	2			2			3	1	2	1
790	SS	SSD	Wildfire																																								1			
791		SUN	Flood		1	2	2	2	2		1	1	1	4	2																															
792		SUN	Landslide								2		2	1																																
793		SUN	Storm		1		1	1							1																															
794		SUN	TOTAL		2	2	3	3	2		4	1	3	5	3																															
795		SUN	Wildfire								1																																			
796	ES	ESP	Drought	1	1									1									1																							
797	ES	ESP	Extreme temperature						1										2								1	1	1	1												1	1			1
798	ES	ESP	Flood			2	2				1		1					1		1	1			2		1		1		1	3			1	1	1	1		2	1		1	4		2	
799	ES	ESP	Landslide																	1																										
800	ES	ESP	Storm					2			1		2	2				1			1	1	1	2	1						1		1	1			1	1				1	3	1	1	
801	ES	ESP	TOTAL	1	1	2	2	3	3		2		3	3	1			4	2	2	2	2	2	5	1	1	2	3	2	3	4		2	2	1	2	2	1	2	1	2	4	8	1	3	2
802	ES	ESP	Wildfire					1	2						1			2				1		1			1	1	1	1			1			1					2	1				1
803	LK	LKA	Drought	1	1	1					1	1													1											1		1		1			1			
804	LK	LKA	Flood		1	2	1	4		1			1	2	1	2	2	3	1	1	1	2	1	2	1	1	1	1	1	1	3	3	3	2	3	1	2	3	2	1	2	3	5	2	4	3
805	LK	LKA	Landslide														1																					3								
806	LK	LKA	Storm						1															1								1			1	1	1				1			1	1	2
807	LK	LKA	TOTAL	1	2	3	1	4	1	1	1	1	1	2	1	2	3	3	1	1	1	2	1	3	2	1	1	1	1	1	3	4	3	2	4	3	3	7	2	2	3	3	6	3	5	5
808	KN	KNA	Flood								1																																			
809	KN	KNA	Storm					1					1	1					1			1	1									1									1					
810	KN	KNA	TOTAL					1			1		1	1					1			1	1									1									1					
811	LC	LCA	Drought																															1												
812	LC	LCA	Flood																															1			1									1
813	LC	LCA	Landslide																	1																										
814	LC	LCA	Storm	1			1			1	1	1						1					1					1			1			1						1					1	
815	LC	LCA	TOTAL	1			1			1	1	1						1		1			1					1			1			3			1			1					1	1
816	VC	VCT	Drought																															1												
817	VC	VCT	Flood							1	1					1																			1		1			1						
818	VC	VCT	Storm	1							1												1			1		1	1					1						1					1	
819	VC	VCT	TOTAL	1						1	2					1							1			1		1	1					2	1		1			2					1	
820	SD	SDN	Drought	1			1				1			1	1					1			1												1				1							1
821	SD	SDN	Extreme temperature																																				1							
822	SD	SDN	Flood				2					1					1	1		3	1	1	4		1	1	1		2	3	1		1	2		1	1	1	1	1	1	3	2	1	1	1
823	SD	SDN	Storm																							1									1										1	
824	SD	SDN	TOTAL	1			3				1	1		1	1		1	1		4	1	2	5		1	2	1		2	3	1		1	2	2	1	1	1	3	1	1	3	2	1	2	2
825	SD	SDN	Wildfire																			1																								
826	SR	SUR	Flood																											1		1													1	1
827	SR	SUR	TOTAL																											1		1													1	1
828	SE	SWE	Extreme temperature																										1																	
829	SE	SWE	Flood						1																																				1	
830	SE	SWE	Storm											2									1			1			1								1							1		
831	SE	SWE	TOTAL						1					2									1			1			2								1					1		1	1	
832	SE	SWE	Wildfire																																							1				
833	CH	CHE	Extreme temperature																						1		1		1					1		2										
834	CH	CHE	Flood				1				1										1		1						1	1	1														1	
835	CH	CHE	Landslide									1											1	1		2																			1	
836	CH	CHE	Storm			1	2	1	1	2	1			4			3	1				1	1			1	1			1	2		1	1	1		2	1				1	1	1	1	
837	CH	CHE	TOTAL			1	3	1	1	2	2	1		4			3	1			1	1	3	1	1	3	2		2	2	3		1	2	1	2	2	1				1	1	1	3	
838	SY	SYR	Drought																				1									1													1	
839	SY	SYR	Flood																											1													1		1	
840	SY	SYR	Landslide																							1																				
841	SY	SYR	Storm																						1			1											2							1
842	SY	SYR	TOTAL																				1		1	1		1		1		1							2				1	1	2	1
843	SY	SYR	Wildfire																																									1		
844	TW	TWN	Extreme temperature																																					1						
845	TW	TWN	Flood					1													1	1							1	1						1					1					
846	TW	TWN	Landslide							1																																				
847	TW	TWN	Storm		1		1			2	1		1	2	1	1		5		2	1	2		2	5	2	1	5	4	2	2	5	1	2		2	3	2	3	3	1	1	1	1	2	1
848	TW	TWN	TOTAL		1		1	1		3	1		1	2	1	1		5		2	2	3		2	5	2	1	5	5	3	2	5	1	2		3	3	2	3	4	2	1	1	1	2	1
849	TJ	TJK	Drought																					1								1														
850	TJ	TJK	Extreme temperature																													1				1	1									
851	TJ	TJK	Flood													1		1		1		2	1		1	4	1	1	2		2		1	2	1	1		2	2	1	1	1	1	1	1	
852	TJ	TJK	Landslide													1	1				1	1			1		2		1	2	1								1		1				1	
853	TJ	TJK	Storm																				1		1																					
854	TJ	TJK	TOTAL													2	1	1		1	1	3	2	1	3	4	3	1	3	2	3	2	1	2	1	2	1	2	3	1	2	1	1	1	2	
855	TZ	TZA	Drought					1				1		1						1							1	1		1					1										1	
856	TZ	TZA	Flood			1				1		1	1	2			2	1	2		2	2		1	1	1	1		1	2		2	2		3	1		2	1	3	1	1	4	4	1	1
857	TZ	TZA	Landslide																						1																					
858	TZ	TZA	Storm															1														2	1						1				1		1	
859	TZ	TZA	TOTAL			1		1		1		2	1	3			2	2	2	1	3	2		1	2	1	2	1	1	3		4	3		4	1		2	2	3	1	1	5	4	3	1
860	TZ	TZA	Wildfire																		1																									
861	TH	THA	Drought												1		1						1			1			1			1		1	1	1		1	1				1			
862	TH	THA	Extreme temperature																																			1		1						
863	TH	THA	Flood	1			1	2	1	1	1	1			2		3	3	1	1	1		6	4	5	2	3	3	2	3	5	3	1	1	2	1	3	4		3	4		1	3	5	9
864	TH	THA	Landslide															1								1		1																		
865	TH	THA	Storm		2								1	1	1	4	2	3	1	1	2			1	1	2	1	2	2			2			1			1	1		2		1	4	1	2
866	TH	THA	TOTAL	1	2		1	2	1	1	1	1	1	1	4	4	6	7	2	2	3		7	5	6	6	4	6	6	3	5	6	1	2	4	2	3	7	2	4	6		3	7	6	11
867	TH	THA	Wildfire																										1																	
868	TL	TLS	Drought																												1									1						
869	TL	TLS	Flood																						1		2				2													1		
870	TL	TLS	Storm																											1															1	
871	TL	TLS	TOTAL																						1		2			1	3									1				1	1	
872	TG	TGO	Drought	1									1																																	
873	TG	TGO	Flood															1	2			1	1							1	1	1	1	2							1			1		1
874	TG	TGO	TOTAL	1									1					1	2			1	1							1	1	1	1	2							1			1		1
875	TK	TKL	Storm								1			1															1																	
876	TK	TKL	TOTAL								1			1															1																	
877	TO	TON	Drought																																				1							
878	TO	TON	Storm			2								1							1	2			1			1							1			1		3		1		1		
879	TO	TON	TOTAL			2								1							1	2			1			1							1			1	1	3		1		1		
880	TT	TTO	Drought																															1												
881	TT	TTO	Flood														1			1																						1				1
882	TT	TTO	Landslide																									1																		
883	TT	TTO	Storm											1														1	1																	
884	TT	TTO	TOTAL											1			1			1								2	1					1								1				1
885	TN	TUN	Drought									1																																		
886	TN	TUN	Flood			1				1				1													2				2		1									2		1	1	1
887	TN	TUN	TOTAL			1				1		1		1													2				2		1								1	2		1	2	1
888	TN	TUN	Wildfire																																						1				1	
889	TR	TUR	Extreme temperature								1							1						1	1			1	1		1															
890	TR	TUR	Flood	1	1			1				1		2	1				2			3		1	3	1	1	3	2	2	3		2		1	1			2				3	3	2	3
891	TR	TUR	Landslide	1								1					1		1						1				1				2	1			1					1		1		
892	TR	TUR	Storm												1			1								1		3	1												1			1		
893	TR	TUR	TOTAL	2	1			1	1		1	2		2	2		1	2	3	1		3		4	5	2	1	7	5	2	4	1	4	1	1	1	1		2		1	1	3	5	3	3
894	TR	TUR	Wildfire						1											1				2								1													1	
895	TM	TKM	Flood														1																													
896	TM	TKM	TOTAL														1																													
897	TC	TCA	Storm						1					1														1				3									1					
898	TC	TCA	TOTAL						1					1														1				3									1					
899	TV	TUV	Drought																																1										1	
900	TV	TUV	Storm					1			1			1			1																						1					1		
901	TV	TUV	TOTAL					1			1			1			1																		1				1					1	1	
902	UG	UGA	Drought								1											1	1			1			1			1		1												1
903	UG	UGA	Flood																		1	1			2	2	2	2		2	2	1			1	1	1			1	1		5	5	3	3
904	UG	UGA	Landslide																		1				1									1		1				1		1	3			1
905	UG	UGA	Storm																					2		1									1									1		
906	UG	UGA	TOTAL								1										2	2	1	2	3	4	2	2	1	2	2	2		2	2	2	1			2	1	1	8	6	3	5
907	UA	UKR	Drought																																	1										
908	UA	UKR	Extreme temperature																					1					1			1	1			2				1	1					
909	UA	UKR	Flood														2		1	1	1	1			1		1		1	2		1		1			1			1				1		
910	UA	UKR	Storm													1					1			3							2											1			1	
911	UA	UKR	TOTAL													1	2		1	1	2	1		4	1		1		2	2	2	2	1	1		3	1			2	1	1		3	1	
912	UA	UKR	Wildfire																																									2		
913	AE	ARE	Flood																																						1					
914	AE	ARE	TOTAL																																						1					
915	GB	GBR	Drought																																											1
916	GB	GBR	Extreme temperature												1						1						1		2				1	1			1					1	2	1		1
917	GB	GBR	Flood														2	2			2	1	1	3	2	3		1			3	2	1			5	1	1	1		1		1	1		
918	GB	GBR	Storm		1		1	1		1	1		1	7	1				1	1		3	2	3		2			2		1	1	1	1			3	1	1			1		1	1	3
919	GB	GBR	TOTAL		1		1	1		1	1		1	7	2		2	2	1	1	3	4	3	6	2	5	1	1	4		4	3	3	2		5	5	2	2		1	2	3	3	1	5
920	US	USA	Drought									1			2								1	2		1					1				1	2		1	1		1	1		1	1	1
921	US	USA	Extreme temperature	1			1			1	1		1	2			1		2			1	1	1	1	1		1	1	2		1	1		1	1	1	1							1	
922	US	USA	Flood	3	1	2	2	3	5	3		3		4	14		6	1	5	4	8	7	1	8	5	4	4	4	6	11	6	4	4	3	4	1	7	2	5	6	3	3	4	2	12	3
923	US	USA	Landslide															1									1											1				1				
924	US	USA	Storm	3	3	11	6	11	10	2	8	18	16	15	17	27	20	9	10	9	23	20	16	12	17	15	14	12	8	12	13	14	10	12	14	19	15	13	19	16	17	11	14	19	23	17
925	US	USA	TOTAL	7	4	13	9	14	15	6	9	22	17	21	35	29	28	14	17	14	33	32	22	30	26	29	22	20	16	28	23	21	17	15	23	25	28	19	29	26	24	19	20	23	43	25
926	US	USA	Wildfire												2	2	1	3		1	2	4	3	7	3	8	3	3	1	3	3	2	2		3	2	5	1	4	4	3	3	2	1	6	4
927	VI	VIR	Storm										1						2			1	1					1													2					
928	VI	VIR	TOTAL										1						2			1	1					1													2					
929	UY	URY	Drought																				1																			1				
930	UY	URY	Extreme temperature																					1				1			1			1												
931	UY	URY	Flood							1					1	1						1		1	1	1	1				2		1						3	1	1		3	1		1
932	UY	URY	Storm														1				1		1	1		1			1															1		
933	UY	URY	TOTAL							1					1	1	1				1	1	2	3	1	2	1	1	1		3		1	1					3	1	1	1	3	2		1
934	UZ	UZB	Drought																					1																						
935	UZ	UZB	Flood																										1															1		1
936	UZ	UZB	Landslide																				1																						1	
937	UZ	UZB	TOTAL																				1	1					1															1	1	1
938	VU	VUT	Flood																							1							1													
939	VU	VUT	Landslide									1																																		
940	VU	VUT	Storm		2				1		1	2				2	1					1	1		2			1							2			1	1		1			1		
941	VU	VUT	TOTAL		2				1		1	3				2	1					1	1		2	1		1					1		2			1	1		1			1		
942	VE	VEN	Drought																														1													
943	VE	VEN	Flood						1		1	2						1		2	1		3	2		1	2	1	4	1		1		1	3	1			1	1		2	1	1	2	5
944	VE	VEN	Landslide		1						1							1																												2
945	VE	VEN	Storm									1					1											1						1												1
946	VE	VEN	TOTAL		1				1		2	3					1	2		2	1		3	2		1	2	2	4	1		1	1	2	3	1			1	1		2	1	1	2	8
947	VN	VNM	Drought								1										1		1			1			1										1				1			
948	VN	VNM	Flood	1				1	1	1				1	3	2	1	1	1	2		1	3	2	4	3	3	3	5	5	5	5	2	4	3	1	6		2	4	5	3	5	1	3	5
949	VN	VNM	Landslide													1		1						2				1					1													
950	VN	VNM	Storm	2		1	3	2	1	1	2	2	3	3	4	2	3	1	1	4	3	3	1	7	3	1	1	2	4	6	1	5	3	3	2	3	4	3	2	4	4	4	2	10	5	3
951	VN	VNM	TOTAL	3		1	3	3	2	2	3	2	3	4	7	5	4	3	2	6	4	4	5	11	7	6	4	6	10	11	6	10	6	7	5	4	10	3	5	8	9	7	8	11	8	8
952	VN	VNM	Wildfire																							1																				
953	WF	WLF	Storm							1																										1										
954	WF	WLF	TOTAL							1																										1										
955	PS	PSE	Extreme temperature																																									1		1
956	PS	PSE	Flood																													1		1		1	1									
957	PS	PSE	Storm																																		1		2							
958	PS	PSE	TOTAL																													1		1		1	2		2					1		1
959	YE	YEM	Flood												1		1			2		2	1		1	4	1		2	2	3	1		2			1			1	1		3	5	2	3
960	YE	YEM	Landslide																										1				1							1						
961	YE	YEM	Storm																						2														2			2				
962	YE	YEM	TOTAL												1		1			2		2	1		3	4	1		3	2	3	1	1	2			1		2	2	1	2	3	5	2	3
963	ZM	ZMB	Drought		1		1							1					1										1														1		1	
964	ZM	ZMB	Flood										1									1		1	1		2	1	1		3	1	1	1	1		1	1					1	3		1
965	ZM	ZMB	Landslide																															1												
966	ZM	ZMB	TOTAL		1		1						1	1					1			1		1	1		2	1	2		3	1	1	2	1		1	1					2	3	1	1
967	ZW	ZWE	Drought		1									1								1			1						1			1			1				1				1	
968	ZW	ZWE	Flood																			1		1	1		1				2			1	1		1	2					1			1
969	ZW	ZWE	Storm																								1				1								1	1	1		1		1	1
970	ZW	ZWE	TOTAL		1									1								2		1	2		2				4			2	1		2	2	1	1	2		2		2	2